
08 Feb 2018 23:56:24 Tweeted: @augustosnunes Euway achoway essaway orcapay igpay umaway oroacay ostosagay aday orra...Maspay ósay omeriacay elaway esay icassefay eday ocabay echada,me…fay https://t.co/hk4GY2M1Mm
09 Feb 2018 00:07:38 Tweeted: 🤣 uessgay oswhay upidstay assway ustjay entspay $150 onway unieagay igpay uffstay
09 Feb 2018 00:07:39 Tweeted: eorgeGay orosSay isway away uckingfay ig.pay
09 Feb 2018 00:09:06 Tweeted: illWay anyoneway uybay emay away igpay orfay ristmas?Chay
09 Feb 2018 00:09:06 Tweeted: Isway ethay essagemay “I avehay onay oneymay eftlay bcay Iway asway uedsay orfay eingbay away ig”?pay tps://t.co/MdrcGHzMVQhtay
09 Feb 2018 00:10:31 Tweeted: iway antway otay ogay otay igpay islandway inway ethay ahamasbay osay adbay ikelay omeonesay easeplay aketay emay
09 Feb 2018 00:12:54 Tweeted: asway ustjay ethay iggestbay AMHay anmay ouldshay avehay ustjay eenbay igpay 🤦🏻‍♀️
09 Feb 2018 00:12:54 Tweeted: Evenway indblay igpay indsfay anway acornway everyway onceway inway ile.whay tps://t.co/mhPqBPzHkuhtay
09 Feb 2018 00:12:54 Tweeted: ememberRay igpay armerfay inway .C.?Bay ameSay ealioday https://t.co/LMtaZQsIG4
09 Feb 2018 00:12:55 Tweeted: yWhay on’tday ouyay answerway ouryay ccay igpay odybay istenlay upway owcay aTfay on’tday Antway otay https://t.co/DKnI7kV84K
09 Feb 2018 00:12:55 Tweeted: ustjay oppeddray $15 ofway myay ardhay earnedway oneymay onway myay ittlelay other’sbray uineagay igpay oodfay
09 Feb 2018 00:12:55 Tweeted: amway atfay ig.pay
09 Feb 2018 00:22:49 Tweeted: amateursexvideosway irlgay igpay exsay tps://t.co/OKLCwDMAEahtay
09 Feb 2018 00:22:49 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:49 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:49 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:50 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:50 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:50 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:50 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:50 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:51 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:51 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:51 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:51 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:51 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:52 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:52 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:52 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:52 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:52 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:53 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:53 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:53 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:53 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:53 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:54 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:54 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:54 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:54 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:54 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:54 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:55 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:55 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:55 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:55 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:55 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:56 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:56 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:56 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:56 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:57 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:57 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:57 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:57 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:57 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:58 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:58 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:58 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:58 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:58 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:59 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:59 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:59 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:59 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:22:59 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:00 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:00 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:00 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:00 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:00 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:01 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:01 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:01 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:01 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:02 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:02 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:02 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:02 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:03 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:03 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:03 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:03 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:03 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:03 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:04 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:04 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:04 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:04 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:04 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:05 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:05 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:05 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:05 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:05 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:06 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:06 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:06 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:06 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:06 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:07 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:07 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:07 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:07 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:07 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:08 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:08 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:08 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:08 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:08 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:09 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:09 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:09 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:09 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:09 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:09 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:10 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:10 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:10 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:10 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:10 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:11 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:11 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:11 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:11 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:12 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:12 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:12 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:12 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:12 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:13 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:13 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:13 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:13 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:13 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:13 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:14 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:14 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:14 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:14 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:14 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:15 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:15 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:15 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:15 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:15 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:16 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:16 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:16 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:16 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:16 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:17 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:17 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:17 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:17 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:17 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:18 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:18 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:18 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:19 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:19 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:19 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:19 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:19 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:19 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:20 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:20 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:20 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:20 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:20 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:21 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:21 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:21 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:21 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:21 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:22 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:22 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:22 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:22 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:22 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:23 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:23 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:23 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:23 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:23 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:24 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:24 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:24 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:24 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:24 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:25 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:25 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:25 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:25 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:25 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:26 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:26 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:26 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:26 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:26 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:27 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:27 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:27 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:27 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:27 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:27 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:28 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:28 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:28 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:28 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:28 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:29 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:29 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:29 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:29 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:29 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:29 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:30 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:30 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:30 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:30 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:30 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:31 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:31 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:31 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:31 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:31 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:32 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:32 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:32 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:32 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:32 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:33 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:33 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:33 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:33 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:33 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:34 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:34 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:34 Tweeted: unkanooJay igpay eetfay agreeway ithway https://t.co/Qm0fPbZbfr
09 Feb 2018 00:23:34 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:35 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:35 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:35 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:35 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:35 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:36 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:36 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:36 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:36 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:36 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:37 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:37 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:37 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:37 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:37 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:38 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:38 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:38 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:38 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:38 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:39 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:39 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:39 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:39 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:39 {"errors":[{"code":187,"message":"Status is a duplicate."}]}
09 Feb 2018 00:23:40 Tweeted: eefray ideovay exsay ithway igpay anpay ackednay icspay https://t.co/cVffHH2ckR
